_c0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,energy_level
74396,2zSTvC7IA8EiD4cvo4VdVr,Chico Science;Nação Zumbi,Da Lama Ao Caos,A Cidade,45,286666,False,0.734,0.824,7,-9.932,1,0.0493,0.0559,0.00237,0.0606,0.911,95.534,4.0,mpb,High Energy
74419,0mW4qfi2vus7qErr9jAeFJ,BaianaSystem,Duas Cidades,Duas Cidades,44,226040,False,0.789,0.899,6,-6.363,1,0.138,0.125,0.0,0.103,0.847,97.999,4.0,mpb,High Energy
74422,60JUAZcxvMmtkaRsjz73X8,Capital Inicial,Independência,Independência,44,184693,False,0.39,0.846,0,-4.603,1,0.044,0.00806,1.41E-5,0.171,0.697,159.742,4.0,mpb,High Energy
74423,1HqAslYpyr2x8Fe02hHsn7,Lagum,Seja o Que Eu Quiser,Sei Lá,43,203200,False,0.63,0.865,7,-4.767,0,0.0489,0.381,0.0,0.113,0.813,97.961,4.0,mpb,High Energy
74427,0RywTYPLSmDNiVOwzo0K1h,Seu Jorge;Zeca Pagodinho,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Judia de Mim (Ao Vivo),42,132320,False,0.5,0.841,0,-6.456,1,0.163,0.805,0.0,0.641,0.911,126.034,4.0,mpb,High Energy
74431,2sEp03fW8xsi3G6mln9GJo,Capital Inicial,Rosas e Vinho Tinto,Quatro Vezes Você,44,228013,False,0.512,0.803,11,-5.401,0,0.034,0.000153,0.0,0.161,0.613,76.02,4.0,mpb,High Energy
74433,6TI4299mWjx2h9yE7Cikm7,Kid Abelha,Educação Sentimental,Lágrimas e chuva,43,273466,False,0.708,0.816,9,-8.355,0,0.0531,0.0294,0.0175,0.0503,0.749,122.415,4.0,mpb,High Energy
74442,4jLVOcizOi34FZryboYa9R,Biquini Cavadão,Ao Vivo,Timidez,44,267733,False,0.442,0.885,4,-5.843,1,0.0816,0.081,0.0,0.774,0.268,129.421,4.0,mpb,High Energy
74450,41YjHftSeJzXPHDPeddhiJ,Ivete Sangalo;Mc Livinho,Cheguei Pra Te Amar,Cheguei Pra Te Amar,43,197493,False,0.769,0.802,10,-5.601,0,0.0617,0.154,1.24E-5,0.0731,0.696,101.893,4.0,mpb,High Energy
74453,6991iMrfqqHjYSPzsobNeW,Gilberto Gil,Realce,Realce,42,284093,False,0.606,0.886,11,-7.102,0,0.0516,0.0221,8.77E-6,0.161,0.718,132.584,4.0,mpb,High Energy
74458,2B3RwDWuGN3vpvJVXtbqGs,Djavan,"\"Djavan \"\"Ao Vivo\"\"\"",Boa Noite (Ao Vivo),42,340693,False,0.66,0.823,5,-6.838,1,0.0721,0.343,1.72E-4,0.945,0.672,103.283,4.0,mpb,High Energy
74464,7JqpAE1F38v9wbpLFaMoqf,Hotelo,Continuo a Te Esperar,Continuo a Te Esperar,41,217416,False,0.665,0.847,9,-8.055,1,0.0465,0.0305,2.19E-6,0.0917,0.954,109.934,4.0,mpb,High Energy
74473,5EA8K8bSRUbTbNSs2KoCDJ,Emílio Santiago;Alcione,Casa De Samba Sem Limite (Ao Vivo),Flor De Lis - Ao Vivo,44,169893,False,0.562,0.843,11,-6.49,0,0.164,0.207,0.0,0.817,0.614,99.251,4.0,mpb,High Energy
74497,5HFZ4GFePaoblm4VC1Y4Qj,Alceu Valença,"O Grande Encontro 20 Anos: Alceu, Elba e Geraldo (Ao Vivo)",Tropicana - Ao Vivo,42,325213,False,0.441,0.845,11,-7.362,0,0.0521,0.156,0.0,0.9,0.824,152.233,4.0,mpb,High Energy
74511,0HTq5bN35IPxdhCNZQTXqQ,Os Paralamas Do Sucesso,Acústico (Live),Uns Dias - Ao Vivo,43,242706,False,0.484,0.837,9,-5.96,1,0.0324,0.241,3.4E-5,0.712,0.651,135.63,4.0,mpb,High Energy
74535,0drLWHcGw3j6xZKn7zGJ7X,Caetano Veloso;Gilberto Gil;Ivete Sangalo,"Especial Ivete, Gil E Caetano",Toda Menina Baiana - Live,42,202706,False,0.701,0.888,7,-4.798,1,0.116,0.458,0.0,0.684,0.808,120.048,4.0,mpb,High Energy
74539,58MgAlwOAwymHTKPl7dZfH,Zé Ramalho,Box Zé Ramalho,Cidadão,41,230733,False,0.507,0.846,4,-5.951,1,0.0723,0.249,0.0,0.156,0.653,114.212,4.0,mpb,High Energy
74560,7cXrg0qp2OfIuEYfLi0P5S,Nossa Toca;Giba Moojen;Fabinho K;Allan Furtado;Vitor Kley;Pedro Schin;Victor Pradella;Hana Pickler,Não Temos Tempo,Não Temos Tempo,41,264336,False,0.691,0.862,11,-3.757,1,0.0402,0.439,0.0,0.437,0.355,114.958,4.0,mpb,High Energy
74561,5JmBuvUAjNnzSPIOF4Z6ZQ,Gilberto Gil,Refavela,Sandra,42,287546,False,0.481,0.802,2,-8.883,1,0.0589,0.508,0.00831,0.0988,0.936,169.853,4.0,mpb,High Energy
74566,2408AlA7hlzZPrYWNV1lqE,Jorge Aragão,Ao vivo,Ave Maria - Ao vivo,40,398093,False,0.543,0.839,11,-9.509,0,0.0504,0.0436,0.942,0.978,0.517,105.904,4.0,mpb,High Energy
74572,7wfG6wEX3kCA97l3gzZEjo,Los Hermanos,"\"\"\"4\"\"\"",Condicional,41,208186,False,0.579,0.883,6,-5.919,0,0.0567,0.00598,0.0318,0.163,0.822,129.045,4.0,mpb,High Energy
74576,4Mm9qSuCRoMl8H4yByoaNS,Tim Maia,Tim Maia In Concert,O Descobridor dos Sete Mares,42,296866,False,0.537,0.91,10,-4.783,0,0.176,0.0321,4.78E-4,0.951,0.774,137.261,4.0,mpb,High Energy
74579,5cqdwnYqRTB5dq9AQtMtFL,Dominguinhos,20 Super Sucessos: Dominguinhos (Ao Vivo),Numa Sala de Reboco - Ao Vivo,43,83764,False,0.563,0.84,5,-6.968,1,0.103,0.362,0.0,0.213,0.956,178.227,4.0,mpb,High Energy
74586,54zIejubYENfVFSDfuMikG,Marisa Monte,Barulhinho Bom,A Menina Dança - Ao Vivo,40,129333,False,0.594,0.941,7,-6.932,1,0.0597,0.451,1.34E-5,0.958,0.301,104.78,4.0,mpb,High Energy
74592,1NluXZQP4JU4GPxcYnZZNM,Leo Jaime,Nada Mudou (Box) [Remasterizado],As Sete Vampiras - Remasterizado 2013,41,234360,False,0.483,0.902,7,-5.027,1,0.0719,0.207,0.0,0.765,0.711,184.072,4.0,mpb,High Energy
74595,4MiI887yKiYYJmGB9hnO21,Zé Ramalho,Zé Ramalho Ao Vivo 2005,Admirável Gado Novo (Ao Vivo),41,356213,False,0.459,0.84,5,-7.695,1,0.0402,0.0536,1.72E-5,0.863,0.536,87.281,4.0,mpb,High Energy
74598,2asip1Ar5XMeBenh8sJlhx,Raul Seixas,A Arte De Raul Seixas,Eu Também Vou Reclamar,42,201226,False,0.616,0.854,4,-9.823,0,0.169,0.456,0.0,0.384,0.827,90.039,4.0,mpb,High Energy
74601,2dBjh7rBHfTtKVIDY89g5G,Seu Jorge,"Musicas para Churrasco, Vol.1 (Ao Vivo) (Delux Edition)",Carolina (Ao Vivo),41,358733,False,0.641,0.88,11,-6.401,0,0.0604,0.151,7.61E-4,0.611,0.423,93.0,4.0,mpb,High Energy
74635,6mLAQvr7hVVaTLsTTEHAzH,Jota Quest,Jota Quest Quinze,Palavras De Um Futuro Bom,42,291306,False,0.44,0.833,7,-4.79,1,0.0325,0.0308,0.0,0.094,0.335,94.995,4.0,mpb,High Energy
74641,1XdjKkMcjRxzHQoemRGGuL,Caetano Veloso,Prenda Minha,A Luz De Tieta - Live In Brazil / 1998,42,251666,False,0.747,0.95,5,-7.092,1,0.175,0.504,3.92E-6,0.957,0.656,105.055,4.0,mpb,High Energy
74649,0lNdaHuRYi0YVNPWW0F7X2,Engenheiros Do Hawaii,Várias Variáveis,Muros E Grades,42,219666,False,0.54,0.889,4,-5.472,1,0.0382,0.0486,0.0,0.0802,0.82,147.518,4.0,mpb,High Energy
74668,07JrUyj1Qtq8qEZBciJDSv,Cidade Negra,Cidade Negra Direto (Ao Vivo),Girassol (Ao Vivo),41,242733,False,0.467,0.967,6,-5.514,0,0.0889,0.00411,1.89E-6,0.96,0.588,161.862,4.0,mpb,High Energy
74675,2fL6P9bUWozes5xaHLddVT,Jota Quest;Natiruts,Reggae Town (feat. Natiruts),Reggae Town (feat. Natiruts),42,224533,False,0.657,0.858,9,-6.361,0,0.0488,0.00662,2.45E-5,0.0597,0.628,92.994,4.0,mpb,High Energy
74676,1uUoArGuNQ8kQanwAtkj8J,Tim Maia,Tim Maia (Ao Vivo),Sossego (Ao Vivo),41,205640,False,0.701,0.907,5,-5.938,1,0.0624,0.38,0.00647,0.663,0.67,111.023,4.0,mpb,High Energy
74681,3pVNmgQ1spL6XFqKsO0RO5,Jorge Aragão,Ao vivo,Pot-Pourri: Amor Estou Sofrendo / Que Nem Iôiô / Doce Inimigo - Ao vivo,40,488826,False,0.47,0.818,1,-10.298,1,0.0441,0.679,0.755,0.756,0.886,104.407,4.0,mpb,High Energy
74687,5WNKAbOTfyJA1OVYLa2WI7,Ira!,Ira! e Ultraje a Rigor ao Vivo no Rock in Rio,Envelheço Na Cidade,42,247013,False,0.405,0.93,2,-5.573,1,0.0722,0.0187,2.16E-4,0.356,0.432,127.336,4.0,mpb,High Energy
74690,0CfthwI2zWPVci5b2ZwA5F,Legião Urbana,Como E Que Se Diz Eu Te Amo (Ao Vivo / Vol. 1),Os Anjos - Ao Vivo,41,149733,False,0.35,0.966,2,-5.934,1,0.31,0.173,5.65E-5,0.483,0.217,177.177,4.0,mpb,High Energy
74693,2TXO54YCXHrP131SwQ3azF,Los Hermanos,Ventura,Deixa o Verão,40,159933,False,0.568,0.811,3,-6.509,0,0.0358,0.473,0.0997,0.261,0.966,136.987,4.0,mpb,High Energy
74701,5338vnPnf5fzJDyiWulX9Y,Preta Gil;Ana Carolina,Noite Preta Ao Vivo,Sinais de Fogo - Ao Vivo,39,329120,False,0.364,0.841,1,-8.882,0,0.405,0.449,0.0,0.954,0.349,102.477,4.0,mpb,High Energy
74706,6m3geVg7onFNJSgpYslo88,Djavan,"\"Djavan \"\"Ao Vivo\"\"\"",Lilás (Ao Vivo),40,273666,False,0.421,0.865,7,-6.677,0,0.16,0.104,3.85E-6,0.728,0.58,145.475,4.0,mpb,High Energy
74710,5TL6dxDpmHJRr302Q6Qaup,Cidade Negra,Hits,A Estrada,41,282093,False,0.692,0.886,2,-5.799,1,0.0417,0.277,4.86E-5,0.184,0.853,96.12,4.0,mpb,High Energy
74711,6t6PZ4020pWJJlpZMtkx2l,Tulipa Ruiz,Habilidades Extraordinárias,Estardalhaço,39,172834,False,0.57,0.817,8,-4.657,1,0.0701,0.214,0.0,0.0771,0.776,174.241,3.0,mpb,High Energy
74717,535yXKG6YMymstdOwlGYS6,Jorge Aragão,Ao vivo,Cabelo pixaim - Ao vivo,40,195773,False,0.453,0.875,0,-8.719,1,0.107,0.38,0.34,0.902,0.66,115.783,4.0,mpb,High Energy
74748,0z31CUJwk1u8ICIPvsD9Jy,Casuarina,Roda de Samba do Casuarina e Convidados,Swing de Campo Grande,41,207800,False,0.599,0.813,11,-8.705,0,0.053,0.746,0.00544,0.944,0.77,101.904,4.0,mpb,High Energy
74780,31PZTfNjJ03ESY8MhBhMSG,Clarice Falcão,Problema Meu,Eu Escolhi Você,38,171990,False,0.54,0.826,7,-3.638,1,0.0717,0.191,9.42E-6,0.0769,0.64,157.95,4.0,mpb,High Energy
74786,4jifUm3v462Pw6glPverR4,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),Mais Do Mesmo - Ao Vivo Em São Paulo / 1999,41,264426,False,0.39,0.859,7,-5.506,1,0.439,0.337,0.0,0.557,0.653,168.135,4.0,mpb,High Energy
74787,1EpWVld69yFDx3uVBryMTS,Marina Lima,Marina Todas Ao Vivo,Pra Começar - Live,41,266960,False,0.658,0.854,4,-6.796,1,0.0323,0.467,0.137,0.578,0.516,119.562,4.0,mpb,High Energy
74791,7eR5i0UNKTG57MMLZJpeB6,Tim Maia,Tim Maia 1971,A Festa Do Santo Reis,41,160685,False,0.565,0.831,9,-8.476,1,0.046,0.125,0.0,0.0992,0.839,138.301,4.0,mpb,High Energy
74797,5lWy56wzG69YCts5BV9fth,Pitty,Chiaroscuro,Desconstruindo Amélia,41,241880,False,0.644,0.838,9,-5.389,0,0.0649,0.0488,2.83E-6,0.207,0.645,118.01,4.0,mpb,High Energy
74798,6XblFniaIvfdIfuIlD7Ywg,Chico Science;Nação Zumbi,Da Lama Ao Caos,"Rios, Pontes e Overdrives",42,243573,False,0.747,0.818,8,-9.055,1,0.0366,0.0209,0.03,0.363,0.891,112.986,4.0,mpb,High Energy
74802,6P694ZjCWctbgzgh9qAmW8,Os Paralamas Do Sucesso,D,Meu Erro,41,243666,False,0.582,0.949,2,-7.495,1,0.0617,0.00101,1.76E-5,0.688,0.688,110.965,4.0,mpb,High Energy
74808,2Hh6q4RUkddqIvhq9WSzKz,Skank,Multishow Ao Vivo - Skank no Mineirão,Ali - Ao Vivo,41,337506,False,0.262,0.849,4,-3.791,1,0.0489,0.119,0.0,0.971,0.308,83.692,4.0,mpb,High Energy
74825,5XlFxvuFcBg4mpf4ECHap9,Nando Reis,Luau (Ao Vivo Em São Paulo / 2007),Por Onde Andei - Ao Vivo Em São Paulo / 2007,40,239520,False,0.385,0.824,0,-6.891,1,0.0524,0.178,0.0,0.756,0.749,177.73,4.0,mpb,High Energy
74830,7BSVS5JCV9XViO1LTTIFGN,Pitty,Matriz,Te Conecta,41,231501,False,0.669,0.84,6,-5.0,0,0.0341,0.0228,2.6E-4,0.154,0.868,146.034,4.0,mpb,High Energy
74832,1RDIUWZBd4a7K5POj12fOO,Capital Inicial,Capital Inicial,Veraneio Vascaina,41,135400,False,0.459,0.958,7,-3.312,1,0.138,0.00681,3.93E-6,0.0923,0.434,101.911,4.0,mpb,High Energy
74839,1yrjiJPL62jmU8Q9q9OlbG,Os Paralamas Do Sucesso,Arquivo II 1991 - 2000,Trac-Trac,41,232066,False,0.56,0.846,0,-6.816,1,0.0412,0.000647,0.0,0.0769,0.477,129.985,4.0,mpb,High Energy
74840,0dZXp7d6kc2aX2RkUE68wc,Nenhum De Nós,Mundo Diablo,Vou Deixar Que Você Se Vá,41,191503,False,0.536,0.86,4,-5.143,1,0.0336,0.00859,8.8E-6,0.191,0.695,148.151,4.0,mpb,High Energy
74847,6iW7i44Piu4rqVJovJ8DI1,Zé Ramalho,Zé Ramalho Ao Vivo 2005,Canção Agalopada (Ao Vivo),39,295253,False,0.221,0.882,11,-6.614,0,0.0778,0.198,0.00533,0.899,0.457,173.91,4.0,mpb,High Energy
74851,5B9FvLwxEQ7UXtVb2cDu88,Capital Inicial,Elétrico,Independência,41,183533,False,0.376,0.835,0,-6.115,1,0.0508,0.0375,0.0,0.224,0.783,161.027,4.0,mpb,High Energy
74867,0KbigHfG43vJ0lcFulIvzH,Luiza Possi,Seguir Cantando,O Portão,38,234520,False,0.346,0.886,6,-5.869,0,0.289,0.11,0.0,0.834,0.52,166.03,4.0,mpb,High Energy
74869,0jPA9srCfJRn0dEV1OoByv,Lulu Santos,Lulu Santos Toca + Lulu Ao Vivo,Toda Forma de Amor - Ao Vivo,40,220640,False,0.516,0.805,7,-9.143,1,0.0313,0.0422,0.0203,0.585,0.514,137.161,4.0,mpb,High Energy
74889,2WN1VZFo82UlpuyYzpTp3n,Paulo Ricardo,"Rock In Rio 30 Anos, Vol. 1",Tempo Perdido,41,241560,False,0.593,0.931,11,-4.896,0,0.0381,0.00515,0.0115,0.126,0.553,95.004,4.0,mpb,High Energy
74892,732XzfBqvakdsw4jwR1sxI,Jorge Aragão,Ao vivo 2,Reflexão - Ao vivo,39,250800,False,0.376,0.87,7,-8.262,0,0.0561,0.684,0.105,0.725,0.733,92.253,4.0,mpb,High Energy
74894,0GPGJVBrVMWP9unJau5mNB,Legião Urbana,Legião Urbana,Teorema,40,187133,False,0.307,0.831,11,-10.896,0,0.0915,0.000371,0.251,0.0581,0.491,204.115,4.0,mpb,High Energy
74900,0K2ZTt8Hf6TS1MlfI4vWvH,Lenine,Lenine In Cité,Do It,38,210560,False,0.569,0.878,11,-7.78,0,0.11,0.214,2.84E-6,0.98,0.53,145.226,1.0,mpb,High Energy
74910,2yruHlh8qTlfVWPeN7HLfz,Titãs,Cabeça Dinossauro,Bichos escrotos,41,195173,False,0.586,0.858,0,-12.67,1,0.0493,0.00527,2.44E-4,0.0826,0.812,144.632,4.0,mpb,High Energy
74913,1TieYORMOIeZoU2Yfkyfgs,Titãs,Cabeça Dinossauro - Edição Comemorativa 30 anos - Deluxe,Polícia,41,260866,False,0.682,0.915,9,-3.633,1,0.0454,0.00193,0.00793,0.096,0.789,101.051,4.0,mpb,High Energy
74914,4zWQTANcOyMLbQOOn44gSJ,Djavan,"\"Djavan \"\"Ao Vivo\"\"\"",A Carta (Ao Vivo),39,349866,False,0.66,0.86,1,-6.883,0,0.0593,0.124,2.35E-6,0.948,0.742,93.784,4.0,mpb,High Energy
74921,309lWVv2Cj83O0MDqthRSM,Ivete Sangalo,Ivete Sangalo Live Experience (Ao Vivo Em São Paulo / 2018),Cadê Dalila - Ao Vivo Em São Paulo / 2018,40,128893,False,0.619,0.873,1,-7.428,1,0.0405,0.00225,9.0E-6,0.614,0.442,87.506,4.0,mpb,High Energy
74922,5enNdx4oAh9GK3sXWzpge4,Maglore,Veroz,Às Vezes um Clichê,41,200444,False,0.659,0.816,6,-4.524,1,0.0274,0.0889,1.05E-5,0.193,0.874,124.932,4.0,mpb,High Energy
74924,1wUiMzNBtO26PxSlv63KDT,Jota Quest,Acústico Jota Quest,Mandou Bem - Acústico,40,299163,False,0.75,0.819,7,-9.839,0,0.0335,0.536,0.00132,0.665,0.689,116.019,4.0,mpb,High Energy
74926,7dloWZBxoZkfwczMoCz7Y1,Os Paralamas Do Sucesso,A Arte De Os Paralamas Do Sucesso,Lourinha Bombril (Parate Y Mira),40,158906,False,0.625,0.891,7,-9.239,1,0.0483,0.0175,1.12E-4,0.199,0.805,168.451,4.0,mpb,High Energy
74930,0uqjxFoxuxd7XAA0YN55OM,Jota Quest;Marcelo Falcão,Multishow ao Vivo - Jota Quest - Folia & Caos,Me Deixa (feat. Marcelo Falcão) - Ao Vivo,40,440346,False,0.473,0.945,7,-5.647,1,0.14,0.0402,1.81E-4,0.766,0.51,119.922,4.0,mpb,High Energy
74934,48NmUbjBeqaHbYJwl8xFm4,Jota Quest;Pic Schmitz;Breno Rocha,Dentro de um Abraço (Pic Schmitz e Breno Rocha Remix),Dentro de um Abraço - Pic Schmitz e Breno Rocha Remix,41,158824,False,0.705,0.868,2,-5.477,1,0.0808,0.0102,6.38E-4,0.799,0.355,124.032,4.0,mpb,High Energy
74941,4eLGLrUxi7A525Ud5eQcY0,Zeca Baleiro,Por Onde Andará Stephen Fry,Heavy Metal Do Senhor,39,242106,False,0.661,0.806,9,-9.672,1,0.0272,0.178,4.49E-5,0.117,0.775,103.777,4.0,mpb,High Energy
74947,57CZLRVyGf21PgF573ZkPn,Capital Inicial,Capital Inicial Multishow Ao Vivo,Não Olhe Pra Trás - Ao Vivo,40,289173,False,0.484,0.882,7,-5.704,1,0.0388,0.0444,7.5E-4,0.974,0.298,102.981,4.0,mpb,High Energy
74954,3ePhZfSQCXJWvPlUA3FSS5,Ivete Sangalo,Onda Boa Com Ivete,Embaraça No Beijo,40,244445,False,0.717,0.822,0,-7.079,1,0.0904,0.0564,3.34E-6,0.182,0.795,119.915,4.0,mpb,High Energy
74958,4Rgn0DSa3JAXGlJe8dTLKS,Jorge Ben Jor,Negro É Lindo,Porque É Proibido Pisar Na Grama,40,294493,False,0.391,0.825,11,-5.565,0,0.13,0.161,0.0,0.799,0.659,70.612,4.0,mpb,High Energy
74968,1vn1f7DF7e4dbnAmdxeg5m,Raul Seixas,Caminhos,Eu Nasci Há 10 Mil Anos Atrás,40,289173,False,0.486,0.825,9,-10.004,1,0.147,0.326,0.0,0.369,0.829,135.736,4.0,mpb,High Energy
74974,2N3PttR2UHNhggdpxfgWbP,Nando Reis,Espera a Primavera,Espera a Primavera,39,266944,False,0.621,0.892,1,-6.02,0,0.0467,0.24,4.33E-5,0.112,0.641,138.063,4.0,mpb,High Energy
74975,2K3CIaXd0ksdPlBSN5EuE2,Ivete Sangalo;Leo Santana,Ivete Sangalo Live Experience (Ao Vivo Em São Paulo / 2018),Mainha Gosta Assim - Ao Vivo Em São Paulo / 2018,40,188226,False,0.636,0.842,10,-6.249,0,0.0514,0.0349,0.0,0.835,0.668,149.875,4.0,mpb,High Energy
74979,1ALSR5ZNQa1xKwYclDs6Ry,Diogo Nogueira,Alma Brasileira (Ao Vivo / Edição Especial),Não Sou Mais Disso / Tristeza - Ao Vivo,39,122942,False,0.388,0.807,2,-6.576,0,0.0576,0.66,0.0,0.92,0.843,120.671,4.0,mpb,High Energy
74994,2cs4ppEftLQDyxbtjPAYyG,Maria Rita,O Samba Em Mim (Ao Vivo Na Lapa),Cara Valente - Ao Vivo Na Lapa,38,280508,False,0.603,0.839,9,-7.021,1,0.0519,0.442,4.16E-6,0.871,0.611,89.369,4.0,mpb,High Energy
74995,0g8uG7xyXaE0QSH4kLRK9d,Engenheiros Do Hawaii,Várias Variáveis,Ando Só,40,234506,False,0.55,0.906,9,-6.611,1,0.038,0.00417,1.77E-5,0.439,0.664,109.536,4.0,mpb,High Energy
75039,4vGWyNHyhNS44QXXwxaLRV,Queen Latifah,Hairspray (Soundtrack To The Motion Picture),"Big, Blonde and Beautiful",41,155306,False,0.609,0.834,0,-4.639,0,0.0512,0.105,0.0,0.407,0.705,102.092,4.0,new-age,High Energy
75069,3QtHTf3nCvBNGikAMynXso,Miriam Stockley,Janbaaz,Give Me Love - Janbaaz / Soundtrack Version,24,334906,False,0.404,0.893,6,-7.827,1,0.357,0.342,6.48E-4,0.273,0.601,125.486,4.0,new-age,High Energy
75090,2c2MyN7J63YIjsmw1a2xPu,ICE-T,The Hip Hop Collection,New Jack Hustler (Nino's Theme),0,283306,True,0.83,0.859,7,-9.213,1,0.124,0.000956,0.0,0.214,0.653,109.319,4.0,new-age,High Energy
75095,5rPUGvnDW35yYRk9KqmkuY,ICE-T,Rap Homage,New Jack Hustler (Nino's Theme),0,283306,True,0.83,0.859,7,-9.213,1,0.124,0.000956,0.0,0.214,0.653,109.319,4.0,new-age,High Energy
75103,17m6ziTxbgxdTT3oxfUY9Q,Enigma,Love Sensuality Devotion: The Greatest Hits,Turn Around,43,231333,False,0.527,0.824,1,-8.287,0,0.0607,0.288,0.489,0.391,0.326,92.492,1.0,new-age,High Energy
75126,5sICokjx2sAtCaJf3geRUs,Yanni,Yanni Live At The Acropolis,The Rain Must Fall - Live,42,444826,False,0.581,0.88,7,-9.483,0,0.0418,0.446,0.591,0.957,0.432,131.928,4.0,new-age,High Energy
75205,1wxSfnXGwpnz83oA8LDbqY,Yanni,Into the Deep Blue,Into the Deep Blue,34,322869,False,0.531,0.918,5,-8.876,0,0.0374,0.838,0.825,0.322,0.657,113.051,3.0,new-age,High Energy
75206,06YQULjJuHlACCU2LYL055,Enigma,Love Sensuality Devotion: The Greatest Hits,Silence Must Be Heard,42,286360,False,0.578,0.83,4,-7.976,0,0.0414,0.00556,0.564,0.221,0.392,102.484,4.0,new-age,High Energy
75260,6F4JliGAPFxNjTQGeXuQPW,Yanni,Yanni Live!: The Concert Event,The Storm (Live),38,307453,False,0.321,0.981,7,-6.151,1,0.424,0.061,0.837,0.705,0.0374,160.009,4.0,new-age,High Energy
75850,294ZZx4MQpdqJX6HnvdGeK,Conjure One;Rhys Fulber,Conjure One,Sleep,42,300706,False,0.603,0.836,9,-8.162,1,0.0368,0.292,0.132,0.107,0.209,103.019,4.0,new-age,High Energy
75897,0YTyRQExDu3XFKw5VEnm4i,Ronan Hardiman,Michael Flatley's Feet Of Flames,Celtic Fire - Live Version,21,228706,False,0.32,0.975,11,-5.823,0,0.0997,0.424,0.0102,0.936,0.609,136.922,4.0,new-age,High Energy
76018,4ABDFuZgqdg9X8Rw02WfYF,Nightwish,Spooky Scary Season,The Phantom Of The Opera,1,248240,False,0.433,0.848,5,-6.92,0,0.0496,6.53e-06,0.0316,0.0982,0.324,131.9,4.0,opera,High Energy
76102,2WmbbiWfFEKsSZe6E5GeVe,Nightwish,Century Child,The Phantom Of The Opera,60,248706,False,0.431,0.829,5,-7.713,0,0.0491,7.33e-06,0.03,0.086,0.356,131.891,4.0,opera,High Energy
76130,6eHBAaxqtvB1dVPM4Z4lsq,El Cuervo de Poe,Ex-Libris,La Llorona,31,204746,False,0.476,0.879,0,-4.754,0,0.193,0.00138,6.3E-6,0.351,0.407,172.417,3.0,opera,High Energy
76191,2VvmryAbIRod1FwZHtwqC5,Nightwish,Highest Hopes-The Best Of Nightwish,Wish I Had An Angel,60,243213,False,0.438,0.936,0,-6.465,1,0.0533,9.68e-06,0.029,0.47,0.58,79.512,4.0,opera,High Energy
76193,4IUx4rx5SGWSodHpaSvBFO,Nightwish,Hell Rock 2022,End Of All Hope,30,233800,False,0.477,0.946,5,-6.734,1,0.043,6.14e-05,0.0271,0.333,0.559,79.945,4.0,opera,High Energy
76210,0RsOUnm1wNpbXxZ8a4abOP,Nightwish,Dark Passion Play,Amaranth,58,231444,False,0.558,0.859,2,-3.992,0,0.0421,0.00469,0.00196,0.0831,0.31,127.98,4.0,opera,High Energy
76215,1sXdW94CrEIrYdbfON4Sxt,Nightwish,Dark Passion Play,Amaranth,52,231444,False,0.558,0.859,2,-3.992,0,0.0421,0.00469,0.00196,0.0831,0.31,127.98,4.0,opera,High Energy
76236,0LFjK2gvwECVObNMSBpYzX,Filippa Giordano,Prima Donna (Live),Me He Enamorado de Ti (En vivo),26,293053,False,0.347,0.875,0,-2.605,0,0.0955,0.705,0.0,0.972,0.266,85.159,4.0,opera,High Energy
76270,3uu7YJ8DpVqGsRjZTv9OdD,Il Volo,Grande amore (International Version),"Nel blu, dipinto di blu (Volare)",25,224880,False,0.37,0.85,2,-6.837,1,0.186,0.41,5.15E-5,0.294,0.306,117.057,4.0,opera,High Energy
76281,55ab1tP6CWsHCaMWtwddfJ,Filippa Giordano;Jesús Navarro,Friends & Legends Duets,Fantasy,24,241586,False,0.479,0.807,4,-4.82,0,0.0475,0.397,0.0,0.102,0.311,86.014,4.0,opera,High Energy
76284,2jz9uL1m8Ke92TU8qV2PKU,Epica,Live At Paradiso,Façade of Reality - Live At Paradiso,26,529239,False,0.327,0.876,8,-6.83,1,0.0812,0.0177,0.00723,0.765,0.26,177.882,3.0,opera,High Energy
76305,66iX4HzM7YnmxmUZOSCG2F,Epica,The Phantom Agony (Expanded Edition),"Cry for the Moon (The Embrace That Smothers , Pt. 4)",54,406040,False,0.446,0.902,2,-5.33,0,0.046,0.00634,3.45E-4,0.0813,0.302,180.115,4.0,opera,High Energy
76309,5IhtaTempjlVlPmSgI0FQS,Nightwish,Imaginaerum,Storytime,58,322280,False,0.465,0.971,5,-3.466,0,0.0749,0.00366,0.00375,0.326,0.483,156.171,4.0,opera,High Energy
76349,54yvP5Iqo4sxdoXUeWVzzb,Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,Verdi: Aida,"\"Verdi: Aida, Act 1: \"\"Vieni",o diletta,"appressati\"\" (Amneris",Aida,"Radamès)\"",25,165440,False,0.353,0.213,4,-15.988,0,0.0428,0.982,1.61E-4,0.34,High Energy
